CLNR,X,Y,REG
106929,611000,162000,CHW
107169,731000,162000,CHAE
107209,751000,162000,CHAE
107293,793000,162000,CHAE
107305,799000,162000,CHAE
107981,500000,161000,CHW
107985,502000,161000,CHW
108065,542000,161000,CHW
108181,600000,161000,CHW
108185,602000,161000,CHW
108189,604000,161000,CHW
108209,614000,161000,CHW
108221,620000,161000,CHAW
108225,622000,161000,CHAW
108513,766000,161000,CHAE
108565,792000,161000,CHAE
109253,501000,160000,CHW
109255,502000,160000,CHW
109337,543000,160000,CHW
109377,563000,160000,CHW
109389,569000,160000,CHW
109421,585000,160000,CHW
109425,587000,160000,CHW
109439,594000,160000,CHW
109457,603000,160000,CHW
109465,607000,160000,CHW
109709,729000,160000,CHAE
109749,749000,160000,CHAE
109757,753000,160000,CHAE
109783,766000,160000,CHAE
109789,769000,160000,CHAE
109831,790000,160000,CHAE
109833,791000,160000,CHAE
110508,500000,159000,CHW
110512,502000,159000,CHW
110540,516000,159000,CHW
110592,542000,159000,CHW
110600,546000,159000,CHW
110680,586000,159000,CHW
110720,606000,159000,CHW
110752,622000,159000,CHAW
111008,750000,159000,CHAE
111012,752000,159000,CHAE
111016,754000,159000,CHAE
111044,768000,159000,CHAE
111076,784000,159000,CHAE
111088,790000,159000,CHAE
111771,521000,158000,CHW
111827,549000,158000,CHW
111859,565000,158000,CHW
111871,571000,158000,CHW
111915,593000,158000,CHW
111919,595000,158000,CHW
111935,603000,158000,CHW
111947,609000,158000,CHW
112159,715000,158000,CHAE
112303,787000,158000,CHAE
112938,504000,157000,CHW
112958,514000,157000,CHW
113022,546000,157000,CHW
113038,554000,157000,CHW
113054,562000,157000,CHW
113174,622000,157000,CHAW
113178,624000,157000,CHAW
114131,502000,156000,CHW
114149,511000,156000,CHW
114251,562000,156000,CHW
114261,567000,156000,CHW
114265,569000,156000,CHW
114269,571000,156000,CHW
114315,594000,156000,CHW
114329,601000,156000,CHW
114333,603000,156000,CHW
115353,514000,155000,CHW
115453,564000,155000,CHW
115489,582000,155000,CHW
115501,588000,155000,CHW
115549,612000,155000,CHW
115665,670000,155000,CHAW
115709,692000,155000,CHAW
115901,788000,155000,CHAE
116605,541000,154000,CHW
116609,543000,154000,CHW
116653,565000,154000,CHW
116705,591000,154000,CHW
116717,597000,154000,CHW
116721,599000,154000,CHW
117057,767000,154000,CHAE
117061,769000,154000,CHAE
117733,504000,153000,CHW
117741,508000,153000,CHW
117745,510000,153000,CHW
117761,518000,153000,CHW
117893,584000,153000,CHW
118069,672000,153000,CHAW
118097,686000,153000,CHAW
118153,714000,153000,CHAE
118229,752000,153000,CHAE
118297,786000,153000,CHAE
118942,506000,152000,CHW
118948,509000,152000,CHW
118964,517000,152000,CHW
119046,558000,152000,CHW
119052,561000,152000,CHW
119092,581000,152000,CHW
119120,595000,152000,CHW
119128,599000,152000,CHW
119268,669000,152000,CHAW
119318,694000,152000,CHAE
119356,713000,152000,CHS
119364,717000,152000,CHS
119497,790000,152000,CHAE
120115,502000,151000,CHW
120123,506000,151000,CHW
120143,516000,151000,CHW
120147,518000,151000,CHW
120207,548000,151000,CHW
120215,552000,151000,CHW
120239,564000,151000,CHW
120275,582000,151000,CHW
120447,668000,151000,CHAW
120668,788000,151000,CHAE
121284,501000,150000,CHW
121396,557000,150000,CHW
121448,583000,150000,CHW
121452,585000,150000,CHW
121520,619000,150000,CHW
121616,667000,150000,CHAW
122692,620000,149000,CHAW
122784,666000,149000,CHAW
122852,700000,149000,CHS
122864,706000,149000,CHS
122944,758000,149000,CHAE
123612,497000,148000,CHW
123622,502000,148000,CHW
123628,505000,148000,CHW
123644,513000,148000,CHW
123740,561000,148000,CHW
123764,573000,148000,CHW
123790,586000,148000,CHW
123808,595000,148000,CHW
123948,665000,148000,CHAW
124014,698000,148000,CHS
124024,703000,148000,CHS
124032,707000,148000,CHS
124155,783000,148000,CHAE
124175,793000,148000,CHAE
124788,504000,147000,CHW
124944,582000,147000,CHW
125000,610000,147000,CHW
125100,660000,147000,CHAW
125224,722000,147000,CHS
125336,792000,147000,CHAE
126118,587000,146000,CHW
126126,591000,146000,CHW
126142,599000,146000,CHW
126342,701000,146000,CHS
126366,713000,146000,CHS
126410,735000,146000,CHS
127092,498000,145000,CHW
127104,504000,145000,CHW
127112,508000,145000,CHW
127205,568000,145000,CHW
127237,584000,145000,CHW
127469,706000,145000,CHS
127597,786000,145000,CHAE
128185,497000,144000,CHW
128189,499000,144000,CHW
128193,501000,144000,CHW
128304,575000,144000,CHW
128324,585000,144000,CHW
128352,599000,144000,CHW
128360,603000,144000,CHW
128462,654000,144000,CHAW
128565,714000,144000,CHS
128573,718000,144000,CHS
128663,779000,144000,CHAE
129270,500000,143000,CHW
129399,588000,143000,CHW
129427,602000,143000,CHW
129535,656000,143000,CHAW
129589,692000,143000,CHS
129633,714000,143000,CHS
129649,722000,143000,CHS
129653,724000,143000,CHS
130399,561000,142000,CHW
130463,593000,142000,CHW
130475,599000,142000,CHW
130583,653000,142000,CHAW
130731,737000,142000,CHS
131376,500000,141000,CHW
131468,576000,141000,CHW
131496,590000,141000,CHW
131504,594000,141000,CHW
131524,604000,141000,CHW
131735,722000,141000,CHS
131875,806000,141000,CHAE
132386,499000,140000,CHW
132402,507000,140000,CHW
132480,581000,140000,CHW
132516,599000,140000,CHW
132520,601000,140000,CHW
132578,630000,140000,CHAW
132679,694000,140000,CHS
132717,713000,140000,CHS
132719,714000,140000,CHS
132749,729000,140000,CHS
132751,730000,140000,CHS
132765,737000,140000,CHS
132769,739000,140000,CHS
132868,803000,140000,CHAE
133431,570000,139000,CHW
133447,578000,139000,CHW
133603,656000,139000,CHAW
133635,684000,139000,CHS
133699,716000,139000,CHS
133703,718000,139000,CHS
133837,802000,139000,CHAE
134426,589000,138000,CHW
134595,685000,138000,CHS
134659,717000,138000,CHS
134790,803000,138000,CHAE
135474,648000,137000,CHAW
135478,650000,137000,CHAW
135482,652000,137000,CHAW
135661,770000,137000,CHAE
136154,503000,136000,CHW
136213,573000,136000,CHW
136239,586000,136000,CHW
136241,587000,136000,CHW
136317,625000,136000,CHAW
136359,646000,136000,CHAW
136361,647000,136000,CHAW
136375,654000,136000,CHAW
136469,714000,136000,CHS
136479,719000,136000,CHS
136537,765000,136000,CHAE
136545,769000,136000,CHAE
137066,564000,135000,CHW
137086,574000,135000,CHW
137106,584000,135000,CHW
137366,730000,135000,CHS
137370,732000,135000,CHS
137443,802000,135000,CHAE
137917,563000,134000,CHW
137941,575000,134000,CHW
137961,585000,134000,CHAW
138147,693000,134000,CHS
138231,735000,134000,CHS
138258,765000,134000,CHS
138291,801000,134000,CHAE
138295,803000,134000,CHAE
138772,566000,133000,CHW
138792,576000,133000,CHW
139036,714000,133000,CHS
139040,716000,133000,CHS
139631,575000,132000,CHAW
139685,602000,132000,CHAW
139731,625000,132000,CHAW
139878,717000,132000,CHS
139882,719000,132000,CHS
139904,730000,132000,CHS
139926,741000,132000,CHS
140450,570000,131000,CHW
140454,572000,131000,CHW
140634,680000,131000,CHS
140638,682000,131000,CHS
140706,716000,131000,CHS
140797,802000,131000,CHAE
141502,701000,130000,CHS
141538,719000,130000,CHS
141610,799000,130000,CHAE
141618,803000,130000,CHAE
142099,576000,129000,CHAW
142284,686000,129000,CHS
142296,692000,129000,CHS
142872,574000,128000,CHAW
143051,683000,128000,CHS
143063,689000,128000,CHS
143073,694000,128000,CHS
143091,703000,128000,CHS
143145,730000,128000,CHS
143153,734000,128000,CHS
143155,735000,128000,CHS
143163,739000,128000,CHS
143608,568000,127000,CHW
143616,572000,127000,CHW
143652,590000,127000,CHAW
143748,638000,127000,CHAW
143832,704000,127000,CHS
143868,722000,127000,CHS
143880,728000,127000,CHS
144328,567000,126000,CHW
144344,575000,126000,CHAW
144348,577000,126000,CHAW
144424,615000,126000,CHAW
144610,733000,126000,CHS
145082,590000,125000,CHAW
145130,614000,125000,CHAW
145174,636000,125000,CHAW
145228,690000,125000,CHS
145248,700000,125000,CHS
145296,724000,125000,CHS
145312,732000,125000,CHS
145316,734000,125000,CHS
145716,557000,124000,CHW
145720,559000,124000,CHW
145750,574000,124000,CHAW
145852,625000,124000,CHAW
145880,639000,124000,CHAW
145888,643000,124000,CHAW
145947,701000,124000,CHS
145967,711000,124000,CHS
145979,717000,124000,CHS
145999,727000,124000,CHS
146013,734000,124000,CHS
146015,735000,124000,CHS
146423,560000,123000,CHW
146455,576000,123000,CHAW
146579,638000,123000,CHAW
146652,702000,123000,CHS
146664,708000,123000,CHS
146680,716000,123000,CHS
146700,726000,123000,CHS
146708,730000,123000,CHS
147126,555000,122000,CHW
147230,607000,122000,CHAW
147258,621000,122000,CHAW
147348,693000,122000,CHS
147364,701000,122000,CHS
147380,709000,122000,CHS
147404,721000,122000,CHS
147428,733000,122000,CHS
147850,558000,121000,CHW
147934,600000,121000,CHAW
147950,608000,121000,CHAW
148060,690000,121000,CHS
148080,700000,121000,CHS
148096,708000,121000,CHS
148661,602000,120000,CHAW
148766,683000,120000,CHS
148782,691000,120000,CHS
148796,698000,120000,CHS
148806,703000,120000,CHS
148814,707000,120000,CHS
148818,709000,120000,CHS
148828,714000,120000,CHS
148836,718000,120000,CHS
148850,725000,120000,CHS
148858,729000,120000,CHS
149298,562000,119000,CHW
149402,614000,119000,CHAW
149486,686000,119000,CHS
149494,690000,119000,CHS
149506,696000,119000,CHS
149510,698000,119000,CHS
149550,718000,119000,CHS
149578,732000,119000,CHS
150006,563000,118000,CHW
150082,601000,118000,CHAW
150122,621000,118000,CHAW
150201,691000,118000,CHS
150209,695000,118000,CHS
150213,697000,118000,CHS
150225,703000,118000,CHS
150277,729000,118000,CHS
150777,600000,117000,CHAW
150845,634000,117000,CHAW
150894,688000,117000,CHS
150898,690000,117000,CHS
150910,696000,117000,CHS
150918,700000,117000,CHS
150938,710000,117000,CHS
150946,714000,117000,CHS
150950,716000,117000,CHS
150954,718000,117000,CHS
150970,726000,117000,CHS
151381,559000,116000,CHW
151531,634000,116000,CHAW
151587,693000,116000,CHS
151595,697000,116000,CHS
151597,698000,116000,CHS
151605,702000,116000,CHS
151611,705000,116000,CHS
151615,707000,116000,CHS
151627,713000,116000,CHS
151631,715000,116000,CHS
151635,717000,116000,CHS
151639,719000,116000,CHS
151647,723000,116000,CHS
152176,620000,115000,CHAW
152257,692000,115000,CHS
152265,696000,115000,CHS
152281,704000,115000,CHS
152309,718000,115000,CHS
152325,726000,115000,CHS
152934,697000,114000,CHS
152942,701000,114000,CHS
152986,723000,114000,CHS
152990,725000,114000,CHS
153399,566000,113000,CHW
153491,612000,113000,CHAW
153495,614000,113000,CHAW
153523,628000,113000,CHAW
153649,724000,113000,CHS
153661,730000,113000,CHS
154087,587000,112000,CHAW
154119,603000,112000,CHAW
154191,639000,112000,CHAW
154215,651000,112000,CHS
154279,718000,112000,CHS
154281,719000,112000,CHS
154803,638000,111000,CHAW
154883,712000,111000,CHS
154891,716000,111000,CHS
155343,615000,110000,CHAW
155428,693000,110000,CHS
155436,697000,110000,CHS
155456,707000,110000,CHS
155460,709000,110000,CHS
155464,711000,110000,CHS
155833,582000,109000,CHAW
155945,638000,109000,CHAW
156004,706000,109000,CHS
156008,708000,109000,CHS
156012,710000,109000,CHS
156024,716000,109000,CHS
156028,718000,109000,CHS
156384,597000,108000,CHAW
156516,706000,108000,CHS
156824,566000,107000,CHW
156896,602000,107000,CHAW
157010,706000,107000,CHS
157026,714000,107000,CHS
157335,579000,106000,CHAW
157371,597000,106000,CHAW
157492,713000,106000,CHS
157512,723000,106000,CHS
157779,576000,105000,CHAW
157929,712000,105000,CHS
157937,716000,105000,CHS
157941,718000,105000,CHS
157953,724000,105000,CHS
158187,563000,104000,CHAW
158357,711000,104000,CHS
158365,715000,104000,CHS
158385,725000,104000,CHS
159119,607000,102000,CHAW
159198,711000,102000,CHS
159435,562000,101000,CHAW
159519,604000,101000,CHAW
159567,628000,101000,CHAW
159879,583000,100000,CHAW
160006,709000,100000,CHS
160030,721000,100000,CHS
160356,626000,99000,CHAW
160404,712000,99000,CHS
160408,714000,99000,CHS
160640,575000,98000,CHAW
160792,713000,98000,CHS
161130,626000,97000,CHAW
161168,706000,97000,CHS
161172,708000,97000,CHS
161196,720000,97000,CHS
161516,625000,96000,CHAW
161906,626000,95000,CHAW
161975,722000,95000,CHS
162665,720000,93000,CHS
162963,717000,92000,CHS
163516,719000,90000,CHS
163746,716000,89000,CHS
164319,573000,86000,CHAW
164404,723000,86000,CHS
164558,718000,85000,CHS
164693,717000,84000,CHS
164701,721000,84000,CHS
164709,725000,84000,CHS
164711,726000,84000,CHS
164822,722000,83000,CHS
